,Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2
483,10975,118,13.0,95.0,31,14.0,14,17.0,101,0.21843974,B,B,21,4472,18,1450.0,15,25,A
484,7475,23,13.0,96.0,unknown,19.0,10,23.0,1977,0.034656082,B,B,22,168,22,unknown,22,22,B
485,11129,208,19.0,97.0,23,10.0,15,10.0,155,0.042031587,B,B,37,6856,84,1940.0,13,10,B
486,3051,111,23.0,98.0,10,10.0,10,10.0,104,0.1363303,B,B,30,6141,17,262.0,23,18,B
487,10232,84,13.0,19.0,15,14.0,19,10.0,224,0.006076152,B,B,30,5285,22,645.0,18,18,B
488,14106,18,13.0,100.0,unknown,23.0,21,25.0,1977,0.243204519,B,B,10,1564,22,540.0,22,22,B
489,5502,23,13.0,101.0,37,18.0,10,24.0,52,0.135649789,B,B,10,7960,18,350.0,23,21,B
490,4558,23,19.0,102.0,38,19.0,25,25.0,2017,0.034656082,B,B,22,168,22,unknown,22,22,B
491,4181,12,13.0,103.0,unknown,22.0,10,22.0,1977,0.011654127,B,B,15,915,22,unknown,22,22,B
492,8426,18,19.0,104.0,40,19.0,10,25.0,1977,0.243204519,B,B,10,1564,22,540.0,22,22,B
493,6611,19,13.0,105.0,41,10.0,19,25.0,156,0.033493708,B,B,66,10573,19,1322.0,23,14,B
494,14641,12,13.0,106.0,unknown,25.0,10,19.0,2018,0.211401214,B,B,25,1892,22,unknown,22,19,B
495,15539,19,23.0,107.0,unknown,19.0,17,20.0,1977,0.007122317,B,B,19,264,22,unknown,22,19,B
496,13119,19,13.0,108.0,44,10.0,18,10.0,1977,0.014580716,B,B,23,760,19,unknown,22,22,B
497,11716,44,19.0,109.0,22,25.0,15,24.0,2005,0.232205084,B,B,24,4860,19,80.0,22,23,B
498,7316,36,13.0,110.0,10,14.0,10,25.0,1989,0.300322518,B,B,52,10311,18,unknown,19,25,B
499,7791,12,19.0,111.0,unknown,22.0,18,22.0,1977,0.211401214,B,B,25,1892,22,unknown,22,19,B
500,13034,57,23.0,112.0,24,17.0,14,24.0,2003,0.090799103,B,B,74,19083,13,unknown,10,10,B
501,1068,14,23.0,113.0,49,25.0,25,24.0,1977,0.458174486,B,A,24,4439,19,1130.0,19,10,B
502,4060,21,13.0,114.0,25,18.0,24,23.0,75,0.194489265,B,B,13,8004,23,125.0,23,10,B
503,10172,49,13.0,115.0,51,10.0,14,25.0,169,0.020741326,B,B,24,5613,10,1340.0,13,10,B
504,2591,14,13.0,116.0,52,18.0,17,25.0,52,0.428825818,B,B,25,5011,14,730.0,22,13,B
505,12494,57,23.0,117.0,53,10.0,23,25.0,2000,0.090799103,B,B,74,19083,13,unknown,10,10,B
506,7828,73,13.0,118.0,54,23.0,10,10.0,1977,0.042031587,B,B,37,6856,84,1940.0,13,10,B
507,15284,25,19.0,119.0,55,10.0,23,10.0,96,22.0,B,B,18,3374,10,620.0,19,13,B
508,7947,138,19.0,120.0,56,15.0,14,14.0,59,0.313924552,B,B,22,4625,21,3855.0,13,17,B
509,16335,100,13.0,121.0,57,10.0,14,25.0,69,0.200146802,B,B,23,3975,14,770.0,13,22,B
510,10234,85,23.0,122.0,58,17.0,21,17.0,1983,0.037177818,B,B,52,11217,19,2300.0,19,25,B
511,2797,67,23.0,123.0,59,25.0,10,23.0,1978,0.100455735,B,B,43,7227,22,unknown,19,18,A
512,5341,37,23.0,124.0,19,18.0,10,25.0,196,0.127811589,B,B,23,7287,10,320.0,19,23,B
513,3059,36,13.0,125.0,36,17.0,17,25.0,2012,0.300322518,B,B,52,10311,18,unknown,19,25,B
514,1559,23,19.0,126.0,unknown,19.0,25,19.0,1977,0.034656082,B,B,22,168,22,unknown,22,22,B
515,15320,10,13.0,127.0,63,17.0,24,22.0,2001,0.133215333,B,B,49,11395,23,1406.0,23,15,A
516,10284,147,23.0,128.0,64,25.0,23,24.0,33,0.319809354,B,B,25,4756,17,2857.0,10,14,B
517,4134,25,23.0,129.0,65,14.0,18,23.0,1980,0.136244425,B,B,21,2370,22,unknown,22,19,B
518,4481,19,23.0,130.0,66,21.0,10,18.0,2016,0.007122317,B,B,19,264,22,unknown,22,19,B
519,7222,62,13.0,131.0,67,10.0,21,25.0,2014,0.072157581,B,B,13,629,19,unknown,22,22,A
520,4062,167,19.0,132.0,68,23.0,17,23.0,1978,0.050272014,B,B,21,4231,24,1020.0,22,23,B
521,2192,12,19.0,133.0,unknown,19.0,24,19.0,1977,0.017647053,B,B,13,469,22,unknown,22,22,B
522,9637,12,13.0,134.0,unknown,19.0,25,10.0,1977,0.072157581,B,B,13,629,19,unknown,22,22,A
523,16236,94,19.0,135.0,71,25.0,17,25.0,2001,0.521867054,B,B,25,6149,22,unknown,22,22,B
524,4272,41,19.0,136.0,72,18.0,10,25.0,1977,6.99893e-05,B,B,10,10309,19,240.0,19,17,B
525,9406,10,13.0,137.0,73,17.0,23,25.0,2019,0.069753361,B,B,53,13670,15,unknown,19,21,B
526,14309,85,23.0,138.0,74,18.0,25,25.0,1979,0.037177818,B,B,52,11217,19,2300.0,19,25,B
527,1946,55,23.0,139.0,75,17.0,18,24.0,1998,0.041365446,B,B,31,5569,22,unknown,19,15,B
528,16235,55,13.0,140.0,76,25.0,17,25.0,1998,0.041365446,B,B,31,5569,22,unknown,19,15,B
529,7146,37,19.0,141.0,77,14.0,23,24.0,33,0.127811589,B,B,23,7287,10,320.0,19,23,B
530,16784,10,13.0,142.0,78,14.0,19,24.0,1993,0.069753361,B,B,53,13670,15,unknown,19,21,B
531,349,10,23.0,143.0,79,17.0,23,25.0,2016,0.069753361,B,B,53,13670,15,unknown,19,21,B
532,6251,18,19.0,144.0,80,14.0,15,24.0,1988,22.0,B,B,30,5562,22,unknown,22,10,A
533,5128,66,23.0,145.0,10,14.0,23,10.0,155,0.161975568,B,A,31,7010,10,4508.0,23,25,B
534,11718,19,13.0,146.0,unknown,19.0,14,25.0,1977,0.007122317,B,B,19,264,22,unknown,22,19,B
535,16721,23,13.0,147.0,25,22.0,23,19.0,1977,0.005767451,B,B,19,388,22,unknown,22,22,B
536,12517,25,13.0,148.0,18,14.0,23,24.0,1994,0.069753361,B,B,53,13670,15,unknown,19,21,B
537,15961,13,13.0,149.0,19,10.0,18,10.0,156,0.309479124,B,B,15,7715,15,990.0,22,18,B
538,9428,80,19.0,150.0,20,18.0,19,25.0,1979,22.0,B,B,14,8647,22,810.0,22,10,B
539,14541,23,19.0,10.0,21,10.0,25,10.0,26,0.265088676,B,B,37,5288,22,1937.0,23,13,B
540,10168,58,19.0,17.0,unknown,22.0,14,25.0,1977,0.43788524,B,B,23,5735,23,1084.0,22,10,B
541,11270,23,19.0,25.0,unknown,22.0,10,24.0,1977,0.236108458,B,B,17,3893,12,unknown,23,17,B
542,13210,93,13.0,18.0,24,17.0,25,24.0,2013,0.050900058,B,B,43,10621,19,30.0,13,23,B
543,11518,23,13.0,19.0,unknown,19.0,18,25.0,1977,0.075778755,B,B,18,1437,23,unknown,22,13,B
544,12612,12,13.0,20.0,24,19.0,10,25.0,2013,0.072157581,B,B,13,629,19,unknown,22,22,A
545,16352,23,13.0,21.0,12,19.0,18,25.0,2015,0.034656082,B,B,22,168,22,unknown,22,22,B
546,9935,12,13.0,22.0,23,17.0,10,25.0,2018,0.072157581,B,B,13,629,19,unknown,22,22,A
547,15521,72,23.0,23.0,29,14.0,25,25.0,1977,0.210473241,B,B,21,2398,13,1994.0,23,22,B
548,11482,14,13.0,24.0,30,18.0,13,25.0,1982,0.219006007,B,B,23,6746,23,unknown,19,15,B
549,11443,130,19.0,25.0,31,25.0,25,25.0,96,0.341071945,B,B,12,5664,24,2300.0,23,21,B
550,9459,187,13.0,24.0,23,21.0,10,24.0,2001,0.041116354,B,B,53,14892,15,unknown,19,15,B
551,9218,120,19.0,12.0,23,18.0,13,14.0,104,0.341071945,B,B,12,5664,24,2300.0,23,21,B
552,854,58,19.0,23.0,10,25.0,25,17.0,2008,0.1489038909999999,B,B,25,731,19,1430.0,23,13,B
553,5619,30,19.0,29.0,15,19.0,25,25.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,23,23,B
554,9208,109,19.0,30.0,36,10.0,18,25.0,107,0.1363303,B,B,30,6141,17,262.0,23,18,B
555,4391,12,13.0,31.0,37,17.0,14,23.0,2016,0.072157581,B,B,13,629,19,unknown,22,22,A
556,15207,62,19.0,23.0,38,18.0,13,25.0,196,0.002211665,B,B,14,7614,23,unknown,19,10,A
557,7183,18,13.0,23.0,unknown,19.0,25,25.0,1977,0.243204519,B,B,10,1564,22,540.0,22,22,B
558,16442,18,23.0,10.0,unknown,22.0,14,25.0,1977,0.243204519,B,B,10,1564,22,540.0,22,22,B
559,7936,23,19.0,15.0,41,25.0,23,25.0,2015,0.034656082,B,B,22,168,22,unknown,22,22,B
560,10606,107,13.0,36.0,25,14.0,15,10.0,586,0.174739084,B,B,25,3379,25,100.0,22,23,B
561,4979,44,19.0,37.0,43,10.0,25,25.0,96,0.232205084,B,B,24,4860,19,80.0,22,23,B
562,4854,25,13.0,38.0,44,14.0,19,22.0,2009,0.035145267,B,B,25,9292,23,2620.0,22,23,B
563,16476,12,19.0,14.0,unknown,19.0,18,19.0,1977,0.072157581,B,B,13,629,19,unknown,22,22,A
564,10516,113,19.0,40.0,10,18.0,13,25.0,52,0.050755569,B,B,24,5469,19,145.0,22,19,B
565,16261,62,15.0,41.0,13,10.0,14,25.0,1976,0.002211665,B,B,14,7614,23,unknown,19,10,A
566,90,51,23.0,25.0,24,15.0,13,18.0,592,0.015016892,B,B,25,3079,59,2890.0,22,14,B
567,5433,55,19.0,43.0,49,14.0,24,24.0,1999,0.041365446,B,B,31,5569,22,unknown,19,15,B
568,14338,12,19.0,44.0,25,19.0,23,19.0,1977,0.072157581,B,B,13,629,19,unknown,22,22,A
569,13487,30,23.0,22.0,51,19.0,24,25.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,23,23,B
570,8211,24,23.0,10.0,52,19.0,21,19.0,2017,0.041124634,B,B,10,9515,10,unknown,19,17,B
571,170,18,13.0,13.0,53,19.0,18,25.0,2014,0.243204519,B,B,10,1564,22,540.0,22,22,B
572,14051,12,19.0,24.0,54,19.0,17,19.0,1977,0.211401214,B,B,25,1892,22,unknown,22,19,B
573,10686,40,13.0,49.0,55,10.0,18,10.0,104,0.210473241,B,B,21,2398,13,1994.0,23,22,B
574,7595,23,13.0,25.0,56,17.0,25,23.0,2009,0.333891544,B,B,30,6564,19,unknown,22,22,B
575,6777,10,23.0,51.0,57,23.0,10,25.0,2019,0.150817539,B,B,17,3433,15,2643.0,15,10,B
576,14661,12,13.0,52.0,58,19.0,10,19.0,1977,0.017647053,B,B,13,469,22,unknown,22,22,B
577,13991,22,23.0,53.0,59,17.0,17,25.0,1989,0.133215333,B,B,49,11395,23,1406.0,23,15,A
578,16795,23,13.0,54.0,19,10.0,15,10.0,69,0.265088676,B,B,37,5288,22,1937.0,23,13,B
579,2740,12,19.0,55.0,36,17.0,10,25.0,2015,0.072157581,B,B,13,629,19,unknown,22,22,A
580,7368,73,13.0,56.0,62,14.0,14,14.0,96,0.042031587,B,B,37,6856,84,1940.0,13,10,B
581,2413,23,13.0,57.0,63,25.0,25,25.0,1993,0.090799103,B,B,74,19083,13,unknown,10,10,B
582,1852,59,23.0,58.0,64,22.0,21,20.0,2015,0.019508796,B,B,37,7687,21,176.0,10,10,B
583,15200,101,15.0,59.0,65,14.0,15,10.0,77,0.225824954,A,B,41,6558,25,1548.0,23,13,B
584,8467,14,23.0,19.0,66,25.0,17,25.0,1986,0.092290642,B,B,21,4346,13,165.0,19,13,B
585,16379,168,13.0,36.0,67,25.0,13,10.0,611,0.341071945,B,B,12,5664,24,2300.0,23,21,B
586,3375,25,13.0,62.0,unknown,19.0,15,19.0,1977,0.161531741,B,B,25,5648,19,30.0,13,15,B
587,5945,20,23.0,63.0,69,24.0,10,25.0,2012,0.019508796,B,B,37,7687,21,176.0,10,10,B
588,2641,30,13.0,64.0,unknown,19.0,23,23.0,2016,7.81528e-05,B,B,22,6398,141,1046.0,23,23,B
589,2837,77,23.0,65.0,71,14.0,23,23.0,1982,6.99893e-05,B,B,10,10309,19,240.0,19,17,B
590,3498,36,23.0,66.0,72,18.0,19,25.0,1978,0.300322518,B,B,52,10311,18,unknown,19,25,B
591,10876,12,19.0,67.0,73,14.0,25,17.0,2010,0.041116354,B,B,53,14892,15,unknown,19,15,B
592,1285,10,13.0,68.0,74,10.0,18,23.0,1977,0.150817539,B,B,17,3433,15,2643.0,15,10,B
593,9285,74,13.0,69.0,unknown,19.0,10,25.0,1977,0.075778755,B,B,18,1437,23,unknown,22,13,B
594,4015,10,23.0,70.0,76,14.0,15,23.0,2000,0.069753361,B,B,53,13670,15,unknown,19,21,B
595,2526,23,19.0,71.0,77,14.0,15,24.0,1990,0.118537385,B,B,30,6207,19,1183.0,19,22,B
596,7814,139,19.0,72.0,78,14.0,17,25.0,2006,0.122090347,B,B,29,6566,25,1894.0,15,22,B
597,7117,115,13.0,73.0,79,14.0,23,23.0,156,1.8e-09,B,B,17,3681,73,1815.0,13,10,B
598,12359,12,19.0,74.0,unknown,22.0,17,22.0,1977,0.211401214,B,B,25,1892,22,unknown,22,19,B
599,3303,74,13.0,75.0,unknown,22.0,10,22.0,1977,0.309479124,B,B,15,7715,15,990.0,22,18,B
600,13874,94,13.0,76.0,17,18.0,17,23.0,180,0.521867054,B,B,25,6149,22,unknown,22,22,B
601,5484,88,19.0,77.0,unknown,19.0,18,25.0,1977,0.127375905,B,B,43,8429,23,unknown,23,25,B
602,15067,19,19.0,78.0,18,14.0,23,25.0,1992,0.025609157,B,B,23,5261,22,240.0,23,19,B
603,12639,23,13.0,79.0,19,18.0,15,25.0,52,0.135649789,B,B,10,7960,18,350.0,23,21,B
604,3388,85,23.0,80.0,20,18.0,14,25.0,1979,0.037177818,B,B,52,11217,19,2300.0,19,25,B
605,4256,53,19.0,81.0,21,14.0,10,17.0,1981,0.049637257,B,B,10,7759,22,229.0,19,23,B
606,15738,129,19.0,82.0,22,14.0,25,22.0,2012,0.020741326,B,B,24,5613,10,1340.0,13,10,B
607,14049,58,13.0,83.0,23,10.0,19,25.0,169,0.050755569,B,B,24,5469,19,145.0,22,19,B
608,15780,29,13.0,84.0,24,25.0,17,25.0,75,0.069660344,B,B,31,6119,15,unknown,19,13,B
609,9564,96,19.0,85.0,25,14.0,23,25.0,1996,0.041116354,B,B,53,14892,15,unknown,19,15,B
610,11910,77,13.0,86.0,24,18.0,23,23.0,180,6.99893e-05,B,B,10,10309,19,240.0,19,17,B
611,11315,30,23.0,87.0,unknown,19.0,23,13.0,2017,7.81528e-05,B,B,22,6398,141,1046.0,23,23,B
612,1733,93,19.0,88.0,23,25.0,10,25.0,2003,0.521867054,B,B,25,6149,22,unknown,22,22,B
613,3910,20,13.0,89.0,29,25.0,10,23.0,2006,0.019508796,B,B,37,7687,21,176.0,10,10,B
614,7552,108,23.0,90.0,30,19.0,13,14.0,101,22.0,B,B,25,5027,15,10,19,19,B
615,254,10,19.0,91.0,31,21.0,21,25.0,2007,0.158249043,B,B,21,5731,22,unknown,19,22,B
616,5222,14,13.0,92.0,23,14.0,21,23.0,1987,0.43788524,B,B,23,5735,23,1084.0,22,10,B
617,8314,53,13.0,93.0,23,10.0,14,25.0,69,0.313924552,B,B,22,4625,21,3855.0,13,17,B
618,16743,123,19.0,94.0,10,10.0,10,25.0,2004,22.0,B,B,18,2733,22,920.0,22,15,B
619,10335,12,19.0,95.0,15,18.0,10,10.0,1979,0.07542368,B,B,21,3097,22,unknown,22,22,B
620,8226,19,23.0,96.0,36,17.0,10,25.0,1989,0.025609157,B,B,23,5261,22,240.0,23,19,B
621,12254,22,19.0,97.0,37,25.0,10,25.0,2017,0.195781053,B,B,23,5212,18,unknown,23,13,B
622,13152,19,13.0,98.0,38,18.0,17,25.0,196,0.012338886,B,B,15,5776,19,2078.0,13,15,B
623,15020,36,13.0,19.0,14,18.0,10,24.0,1980,0.300322518,B,B,52,10311,18,unknown,19,25,B
624,16349,160,13.0,100.0,40,14.0,15,17.0,1986,22.0,B,B,14,8647,22,810.0,22,10,B
625,11924,22,19.0,101.0,41,10.0,10,10.0,59,0.014423114,B,B,19,3806,15,unknown,22,23,B
626,12543,10,19.0,102.0,25,17.0,18,22.0,1999,0.090799103,B,B,74,19083,13,unknown,10,10,B
627,14114,138,13.0,103.0,43,18.0,10,25.0,1976,0.1363303,B,B,30,6141,17,262.0,23,18,B
628,12318,21,23.0,104.0,44,25.0,25,23.0,180,0.0001696759999999,B,B,36,5992,22,unknown,19,19,B
629,15383,36,13.0,105.0,22,10.0,25,23.0,155,0.298204575,B,B,17,4048,23,unknown,19,23,B
630,6679,93,23.0,106.0,unknown,19.0,15,25.0,1977,0.004949358,B,B,22,186,22,unknown,22,22,B
631,635,10,19.0,107.0,13,19.0,17,19.0,2018,0.069753361,B,B,53,13670,15,unknown,19,21,B
632,15993,86,23.0,108.0,24,10.0,25,25.0,196,0.161975568,B,A,31,7010,10,4508.0,23,25,B
633,11375,130,19.0,109.0,49,14.0,23,25.0,59,0.341071945,B,B,12,5664,24,2300.0,23,21,B
634,11216,25,13.0,110.0,unknown,19.0,18,18.0,1977,0.161531741,B,B,25,5648,19,30.0,13,15,B
635,15401,10,13.0,111.0,51,14.0,18,25.0,2001,0.090799103,B,B,74,19083,13,unknown,10,10,B
636,11301,62,13.0,112.0,52,25.0,23,23.0,1980,0.386771659,B,B,10,1135,22,unknown,22,22,A
637,13804,103,23.0,113.0,53,10.0,15,17.0,169,0.014423114,B,B,19,3806,15,unknown,22,23,B
638,10839,81,13.0,114.0,54,10.0,10,10.0,59,0.006076152,B,B,30,5285,22,645.0,18,18,B
639,1588,10,23.0,115.0,55,25.0,15,22.0,1996,0.069753361,B,B,53,13670,15,unknown,19,21,B
640,3596,41,13.0,116.0,56,10.0,17,25.0,156,0.175054867,B,B,36,10055,23,unknown,19,22,B
641,5816,14,13.0,117.0,57,10.0,18,10.0,169,0.43788524,B,B,23,5735,23,1084.0,22,10,B
642,8099,19,19.0,118.0,58,19.0,18,25.0,1977,0.007122317,B,B,19,264,22,unknown,22,19,B
643,6551,23,13.0,119.0,59,25.0,10,24.0,196,0.050900058,B,B,43,10621,19,30.0,13,23,B
644,14075,64,15.0,120.0,19,17.0,10,22.0,2002,0.135649789,B,B,10,7960,18,350.0,23,21,B
645,13431,85,13.0,121.0,36,18.0,23,25.0,1977,0.037177818,B,B,52,11217,19,2300.0,19,25,B
646,9481,124,23.0,122.0,62,14.0,10,25.0,1978,0.16909109,B,B,19,3856,17,unknown,13,10,B
647,5295,19,19.0,123.0,63,14.0,15,25.0,1990,0.025609157,B,B,23,5261,22,240.0,23,19,B
648,15859,10,23.0,124.0,64,23.0,23,25.0,2001,0.090799103,B,B,74,19083,13,unknown,10,10,B
649,10634,169,23.0,125.0,65,19.0,23,23.0,2017,0.178916796,B,B,18,3594,15,192.0,19,10,B
650,444,23,19.0,126.0,66,14.0,10,25.0,1991,0.135649789,B,B,10,7960,18,350.0,23,21,B
651,11686,10,13.0,127.0,67,17.0,14,17.0,1981,0.090799103,B,B,74,19083,13,unknown,10,10,B
652,1213,18,23.0,128.0,68,19.0,10,25.0,1977,0.243204519,B,B,10,1564,22,540.0,22,22,B
653,13970,14,19.0,129.0,69,19.0,23,23.0,2009,0.092290642,B,B,21,4346,13,165.0,19,13,B
654,6849,23,23.0,130.0,unknown,22.0,17,25.0,1977,0.236108458,B,B,17,3893,12,unknown,23,17,B
655,9911,115,19.0,131.0,71,25.0,21,23.0,169,1.8e-09,B,B,17,3681,73,1815.0,13,10,B
656,5649,18,13.0,132.0,72,25.0,24,25.0,2014,0.243204519,B,B,10,1564,22,540.0,22,22,B
657,7184,185,13.0,133.0,73,25.0,25,25.0,2004,0.025609157,B,B,23,5261,22,240.0,23,19,B
658,5877,77,23.0,134.0,74,14.0,15,17.0,1978,6.99893e-05,B,B,10,10309,19,240.0,19,17,B
659,1655,95,19.0,135.0,unknown,22.0,15,22.0,1977,0.0006991189999999,B,B,24,3369,24,4129.0,22,23,B
660,15301,107,13.0,136.0,76,10.0,15,25.0,107,0.174739084,B,B,25,3379,25,100.0,22,23,B
661,12389,12,23.0,137.0,unknown,19.0,17,17.0,2016,0.072157581,B,B,13,629,19,unknown,22,22,A
662,5241,10,23.0,138.0,78,10.0,25,25.0,69,22.0,B,B,13,11319,22,1145.0,23,10,B
663,7048,75,19.0,139.0,79,10.0,23,24.0,29,0.122090347,B,B,29,6566,25,1894.0,15,22,B
664,10574,23,23.0,140.0,80,19.0,10,19.0,2017,0.034656082,B,B,22,168,22,unknown,22,22,B
665,8593,19,13.0,141.0,10,18.0,10,23.0,1983,0.059456227,B,B,19,362,22,unknown,22,22,B
666,4752,87,19.0,142.0,17,14.0,18,25.0,1988,0.100455735,B,B,43,7227,22,unknown,19,18,A
667,14663,80,19.0,143.0,25,25.0,21,22.0,1988,22.0,B,B,14,8647,22,810.0,22,10,B
668,10994,62,23.0,144.0,18,19.0,10,23.0,1977,0.072157581,B,B,13,629,19,unknown,22,22,A
669,87,23,19.0,145.0,unknown,19.0,10,23.0,1977,0.005767451,B,B,19,388,22,unknown,22,22,B
670,5132,18,19.0,146.0,unknown,19.0,23,19.0,1977,0.243204519,B,B,10,1564,22,540.0,22,22,B
671,6372,155,13.0,147.0,21,17.0,10,10.0,697,0.042307271,B,B,25,2810,25,4849.0,23,18,B
672,7411,88,13.0,148.0,22,23.0,24,25.0,2008,0.127375905,B,B,43,8429,23,unknown,23,25,B
673,3319,24,13.0,149.0,23,18.0,23,23.0,1981,0.041124634,B,B,10,9515,10,unknown,19,17,B
674,9355,58,19.0,150.0,24,18.0,23,25.0,52,0.31019913,B,B,21,2748,19,unknown,22,22,B
675,5139,10,13.0,10.0,unknown,19.0,10,19.0,2014,0.069753361,B,B,53,13670,15,unknown,19,21,B
676,56,14,13.0,17.0,24,23.0,15,25.0,2006,0.092290642,B,B,21,4346,13,165.0,19,13,B
677,3249,70,19.0,25.0,12,25.0,14,25.0,33,0.002211665,B,B,14,7614,23,unknown,19,10,A
678,5047,23,19.0,18.0,23,17.0,10,10.0,2017,0.034656082,B,B,22,168,22,unknown,22,22,B
679,13238,74,23.0,19.0,unknown,17.0,14,23.0,2017,0.075778755,B,B,18,1437,23,unknown,22,13,B
680,2190,18,23.0,20.0,30,17.0,17,25.0,1986,22.0,B,B,30,5562,22,unknown,22,10,A
681,15599,18,13.0,21.0,31,19.0,10,25.0,2016,0.243204519,B,B,10,1564,22,540.0,22,22,B
682,6542,18,13.0,22.0,23,25.0,10,25.0,2016,0.243204519,B,B,10,1564,22,540.0,22,22,B
683,69,12,13.0,23.0,23,25.0,23,23.0,2016,0.014072961,B,B,13,475,22,unknown,22,22,B
684,5630,23,23.0,24.0,10,21.0,15,25.0,2014,0.075778755,B,B,18,1437,23,unknown,22,13,B
685,9157,58,23.0,25.0,unknown,22.0,10,23.0,1977,0.43788524,B,B,23,5735,23,1084.0,22,10,B
686,789,67,19.0,24.0,unknown,19.0,23,22.0,1977,0.0077202819999999,B,B,38,4788,13,unknown,22,15,B
687,1413,57,23.0,12.0,37,14.0,25,23.0,1982,0.133215333,B,B,49,11395,23,1406.0,23,15,A
688,12514,24,23.0,23.0,38,18.0,10,10.0,101,0.111627393,B,B,25,12238,14,26,13,23,B
689,13459,19,19.0,29.0,unknown,19.0,18,25.0,1977,0.007122317,B,B,19,264,22,unknown,22,19,B
690,1345,53,23.0,30.0,40,10.0,14,25.0,156,0.049637257,B,B,10,7759,22,229.0,19,23,B
691,4034,111,13.0,31.0,41,10.0,18,10.0,156,0.135649789,B,B,10,7960,18,350.0,23,21,B
692,15169,21,19.0,23.0,25,18.0,14,25.0,52,0.194489265,B,B,13,8004,23,125.0,23,10,B
693,6770,74,13.0,23.0,unknown,19.0,10,19.0,1977,0.075778755,B,B,18,1437,23,unknown,22,13,B
694,3334,120,19.0,10.0,44,10.0,13,25.0,52,0.341071945,B,B,12,5664,24,2300.0,23,21,B
695,12998,139,19.0,15.0,22,10.0,23,10.0,59,0.122090347,B,B,29,6566,25,1894.0,15,22,B
696,15870,44,13.0,36.0,10,14.0,13,24.0,1990,0.036122292,B,B,24,4378,22,1036.0,19,19,B
697,1871,19,19.0,37.0,unknown,19.0,10,17.0,2015,0.007122317,B,B,19,264,22,unknown,22,19,B
698,5770,140,19.0,38.0,24,22.0,10,10.0,104,22.0,B,B,23,7425,19,unknown,13,10,B
699,13196,23,23.0,14.0,unknown,19.0,15,19.0,1977,0.005767451,B,B,19,388,22,unknown,22,22,B
700,7633,53,19.0,40.0,unknown,19.0,21,21.0,1977,0.049637257,B,B,10,7759,22,229.0,19,23,B
701,10699,10,13.0,41.0,51,10.0,25,25.0,169,0.150817539,B,B,17,3433,15,2643.0,15,10,B
702,15470,55,13.0,25.0,52,18.0,25,25.0,52,0.012338886,B,B,15,5776,19,2078.0,13,15,B
703,1903,113,15.0,43.0,53,17.0,17,25.0,2001,0.060753049,B,B,10,2787,13,520.0,22,25,B
704,13860,176,13.0,44.0,54,25.0,19,10.0,77,0.08761909,B,B,14,1497,10,unknown,19,22,B
705,7649,30,13.0,22.0,55,25.0,15,15.0,731,7.81528e-05,B,B,22,6398,141,1046.0,23,23,B
706,11043,24,13.0,10.0,56,10.0,15,10.0,96,0.042031587,B,B,37,6856,84,1940.0,13,10,B
707,2922,111,19.0,13.0,57,17.0,21,22.0,2006,0.093442564,B,B,23,4635,10,3300.0,13,15,B
708,7538,43,23.0,24.0,58,15.0,15,25.0,734,0.212515361,B,B,19,3293,17,628.0,23,25,B
709,9477,12,19.0,49.0,unknown,14.0,17,25.0,2017,0.072157581,B,B,13,629,19,unknown,22,22,A
710,117,59,15.0,25.0,19,19.0,21,19.0,2016,22.0,B,B,18,3374,10,620.0,19,13,B
711,1457,94,13.0,51.0,36,25.0,25,25.0,1983,0.282797669,B,B,23,8667,13,unknown,22,18,B
712,7082,41,19.0,52.0,62,25.0,19,23.0,1980,0.175054867,B,B,36,10055,23,unknown,19,22,B
713,3053,10,13.0,53.0,63,17.0,17,24.0,1998,0.090799103,B,B,74,19083,13,unknown,10,10,B
714,12522,12,19.0,54.0,64,22.0,24,22.0,1977,0.211401214,B,B,25,1892,22,unknown,22,19,B
715,5744,73,13.0,55.0,65,19.0,15,25.0,2017,0.042031587,B,B,37,6856,84,1940.0,13,10,B
716,13566,141,23.0,56.0,66,25.0,19,10.0,742,0.0006991189999999,B,B,24,3369,24,4129.0,22,23,B
717,1464,12,19.0,57.0,67,23.0,14,19.0,1977,0.017647053,B,B,13,469,22,unknown,22,22,B
718,3852,58,19.0,58.0,68,19.0,18,19.0,2018,0.43788524,B,B,23,5735,23,1084.0,22,10,B
719,9557,24,13.0,59.0,69,18.0,25,10.0,77,0.111627393,B,B,25,12238,14,26,13,23,B
720,14719,31,23.0,19.0,70,17.0,19,25.0,2002,0.151346216,B,A,23,5889,17,830.0,15,19,B
721,13978,30,19.0,36.0,unknown,19.0,18,25.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,23,23,B
722,3286,94,19.0,62.0,72,18.0,17,25.0,169,0.282797669,B,B,23,8667,13,unknown,22,18,B
723,13019,36,23.0,63.0,73,25.0,25,22.0,1997,0.300322518,B,B,52,10311,18,unknown,19,25,B
724,1421,164,19.0,64.0,74,10.0,13,10.0,29,0.486245621,B,B,10,2514,19,unknown,22,18,B
725,13502,75,19.0,65.0,75,25.0,21,23.0,52,0.307466659,B,A,30,5048,25,325.0,13,10,B
